ID,Authors,Year,Year_numeric,Decade,Title,Search engine,Classification,Problem_statement,Research_gap,Contribution,Method,Method_clean,Method_category,Method_detail,Study region,Study_region_clean,Study_region_continent,Numerical water value,Has_water_value,DOI,Extraction_source,Notes
1-487,"Hjelmeland, M. N.; Larsen, C. T.; Korpas, M.; Helseth, A.",2016,2016,2015–2019,Provision of rotating reserves from wind power in a hydro-dominated power system,Scopus,G,"Displacement of dispatchable generators by non-synchronous renewables reduces system inertia and frequency stability, creating a need for additional rotating reserves when renewable shares are high.",The economic viability and system reaction to using wind power as a primary source for providing upwards and downwards rotating reserve capacity requires more detailed investigation.,A Stochastic Dual Dynamic Programming (SDDP) model assesses the value of using wind power to provide rotating reserves while considering weekly wind-inflow correlations.,SDDP,SDDP,Optimization,SDDP,Nordic,Nordic countries (region),Europe,,False,10.1109/PMAPS.2016.7764206,"Intro, Methodology",
1-488,"Müsgens, F.",2006,2006,2005–2009,Market Power in the German Wholesale Electricity Market,Scopus,G,Determining whether high prices in wholesale markets are caused by fundamental factors or market power is vital for evaluating the success of liberalization processes.,Quantifying market power requires complex fundamental models that can simultaneously optimize hourly dispatch while accounting for dynamics like start-up costs and hydro storage plant budgets.,A fundamental cost-minimization model calculates competitive marginal cost estimators to reveal significant market power and increased producer surplus during peak periods in Germany.,LP,LP,Optimization,LP,Germany,Germany,Europe,,False,,"Abstract, Intro",
1-498,"Lizi, Z.; Zhenqiu, L.; Xianchao, H.",2010,2010,2010–2014,Research of hydropower plants pricing mechanism of China,Scopus,B,Optimal dispatching requires accurate system margin energy prices that reflect varying operational costs between large and small thermal units across flood seasons.,Methodologies for determining seasonal system margin prices often lack clear rules for distinguishing between large and small unit variable costs. (inferred).,A parameterization method sets system margin energy prices based on large thermal unit costs during flood seasons and small unit costs during dry seasons.,Other,Other,Other,Other,China,China,Asia/Oceania,,False,,"Results, Table 1",
1-499,"Alvarez, M.; Rönnberg, S. K.; Bermúdez, J.; Zhong, J.; Bollen, M. H.",2018,2018,2015–2019,Reservoir-type hydropower equivalent model based on a future cost piecewise approximation,Scopus,A,"Interlacing short-term operational decisions with long-term water release schedules is computationally intensive, often leading to a lack of accurate marginal cost indicators for efficient daily hydropower dispatch.","Standard short-term scheduling approaches often neglect the impact of long-term future cost functions, which are necessary to determine the actual monetary water value for daily operational decisions. (inferred).","A hydropower equivalent model provides equivalent marginal costs based on piecewise-linear future cost approximations, enabling efficient coordination between long-term schedules and short-term stochastic unit commitment.",SDDP,SDDP,Optimization,SDDP,Theoretical case study of Genco Generation company (Sweden?),Synthetic/Theoretical,Not applicable,Yes,True,10.1016/j.epsr.2017.09.028,"Abstract, Intro, Sec 2",
1-505,"Li, Z.; Yang, P.; Yang, Y.; Lu, G.; Tang, Y.",2022,2022,2020–2025,Solving stochastic hydro unit commitment using benders decomposition and modified stochastic dual dynamic programming,Scopus,A,Determining the optimal commitment of units in hydropower plants is hindered by non-convex relationships and high-dimensional uncertainties in market prices and physical water balance constraints over time.,Existing stochastic dual dynamic programming algorithms cannot directly solve mixed-integer linear programming problems required for accurate unit commitment decisions due to their inherent reliance on dual solutions.,A solution method combining Benders decomposition and modified SDDP uses lift-and-project cuts to increase total revenue by 2.3% while significantly reducing computational time for unit commitment problems.,SDDP,SDDP,Optimization,SDDP,China,China,Asia/Oceania,Yes,True,10.3389/fenrg.2022.955875,"Abstract, Intro, Conclusion",
1-506,"Dogan, M. S.; Buck, I.; Medellin-Azuara, J.; Lund, J. R.",2019,2019,2015–2019,Statewide Effects of Ending Long-Term Groundwater Overdraft in California,Scopus,H,Managing complex physical networks with nonlinear cost curves and mass balance constraints requires generalized models that can represent large-scale water resource systems over time.,"Stakeholders and researchers need open-source implementations of integrated water operations models that can simulate hydropower, groundwater overdraft, and climate change impacts simultaneously (inferred).",An open-source Python implementation of the CALVIN hydroeconomic model uses network-flow optimization over space and time to minimize the total costs of flow conveyance.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,"California, US",United States,North America,,False,10.1061/(ASCE)WR.1943-5452.0001096,"Methodology, Refs",
1-508,"Huuki, H.; Karhinen, S.; Ashraf, F. B.; Haghighi, A. T.; Marttila, H.",2022,2022,2020–2025,The economic cost of hydropower environmental constraints under decreasing price volatility,Scopus,G,Hydropeaking fluctuations detrimental to river ecosystems lead to environmental flow constraints that may significantly reduce the economic value and balancing capability of hydropower generation.,"A quantitative assessment of how reduced electricity price volatility in smart grids affects the economic costs of maximum, minimum, and ramping flow constraints is currently missing.",A marginal cost and benefit framework illustrates that the economic cost of environmental flow constraints decreases as electricity price volatility is reduced through load shifting.,Other,Other,Other,Other,Finland,Finland,Europe,,False,10.1002/rra.4049,"Abstract, Results",
1-509,"Condemi, C.; Mastroeni, L.; Vellucci, P.",2021,2021,2020–2025,The impact of Clean Spark Spread expectations on storage hydropower generation,Scopus,C,Hydropower producers need accurate monthly generation predictions to manage the opportunity cost of water as the energy transition shifts grid reliance from fossil fuels.,Traditional prediction models rely on power prices but fail to account for how Clean Spark Spread expectations influence the generation behavior of thermal competitors.,"A machine learning model using an entropy approach embeds Clean Spark Spread expectations to predict hydropower generation, reducing MAPE by up to six percent.",,Not available,Not available,Not available,Italy,Italy,Europe,,False,10.1007/s10203-021-00355-6,"Abstract, Intro, Conclusion",
1-510,"Kovacs, K. F.; Durand‐Morat, A.",2020,2020,2020–2025,The influence of lateral flows in an aquifer on the agricultural value of groundwater,Scopus,G,"Traditional valuation of groundwater wealth often assumes uniform declines, yet actual hydrologic conditions involve lateral flows and depressions that influence the resource's accounting price.",Hydroeconomic models need to evaluate how the degree of lateral flow specifically affects the sensitivity of water values to parameters like natural recharge and discount rates.,An empirical optimization problem estimates the net present value of groundwater benefits generated by additional resource units under various lateral flow and land cover conditions.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,"Arkansas, US",United States,North America,Yes,True,10.1111/nrm.12266,"Abstract, Empirical Framework",
1-512,"Evans, L.; Guthrie, G.; Lu, A.",2013,2013,2010–2014,The role of storage in a competitive electricity market and the effects of climate change,Scopus,A,"Uncertainty in seasonal and volatile river inflows complicates the prediction of electricity prices, fuel composition, and the shadow price of water in hydro-dominated competitive electricity markets.",Traditional modeling often fails to provide continuous-time approximations that reflect the real-time nature of electricity markets while accounting for stochastic mean-reverting inflow processes and limited storage capacity. (inferred).,"A continuous-time theoretical model utilizes Hamilton-Jacobi-Bellman equations to predict market behavior, demonstrating how storage capacity effectively reduces spot price volatility and increases total social surplus.",Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,New Zealand,New Zealand,Asia/Oceania,,False,10.1016/j.eneco.2012.09.016,"Intro, Appendix A.3",
1-515,"Calder, R. S. D.; Robinson, C. S.; Borsuk, M. E.",2022,2022,2020–2025,Total Social Costs and Benefits of Long-Distance Hydropower Transmission,Scopus,G,Debates regarding how to represent the non-negligible opportunity costs of hydroelectric power with low marginal costs often lead to inaccurate results in environmental policy analyses.,"Cost-benefit analyses for long-distance transmission projects frequently use nominal contractual dollar values, which likely lead to substantial underestimates of the total net benefits to society.",A quantitative model uses Monte Carlo simulations and opportunity cost valuations to assess the environmental and economic impacts of hydropower imports for population centers.,Econ-Engi,Econ-Engi,Economic-Engineering,Econ-Engi,Canada,Canada,North America,,False,10.1021/acs.est.2c06221,"Cost-Benefit Analysis, Results",
